Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B365CA,parsed_date
Norway,Eliteserien,2025,22/06/2025,16:00,KFUM Oslo,Stromsgodset,5,0,H,1.79,3.9,4.52,1.8,4.1,4.52,1.76,3.75,4.08,1.85,4.0,4.6,,,,2025-06-22
Norway,Eliteserien,2025,22/06/2025,16:00,HamKam,Tromso,1,3,A,3.4,3.48,2.21,3.4,3.5,2.21,3.24,3.35,2.12,3.5,3.65,2.26,,,,2025-06-22
Norway,Eliteserien,2025,22/06/2025,13:30,Valerenga,Molde,2,3,A,3.02,3.72,2.31,3.02,3.75,2.38,2.82,3.57,2.24,3.15,3.75,2.36,,,,2025-06-22
Norway,Eliteserien,2025,28/06/2025,17:00,Rosenborg,Viking,1,1,D,2.42,3.69,2.86,2.5,3.85,2.86,2.36,3.63,2.62,2.6,3.7,2.86,,,,2025-06-28
Norway,Eliteserien,2025,29/06/2025,13:30,Haugesund,Kristiansund,0,0,D,3.35,3.81,2.12,3.35,3.81,2.16,3.02,3.62,2.11,3.4,3.8,2.24,,,,2025-06-29
Norway,Eliteserien,2025,29/06/2025,16:00,Bodo/Glimt,Sarpsborg 08,1,2,A,1.23,7.41,10.5,1.24,7.5,12.5,1.2,6.81,10.3,1.24,8.0,13.5,,,,2025-06-29
Norway,Eliteserien,2025,29/06/2025,16:00,Bryne,HamKam,1,1,D,1.87,3.79,4.27,1.89,3.79,4.27,1.85,3.58,3.86,1.94,3.85,4.4,,,,2025-06-29
Norway,Eliteserien,2025,29/06/2025,16:00,Fredrikstad,Tromso,0,1,A,2.45,3.24,3.17,2.5,3.25,3.17,2.41,3.13,2.88,2.64,3.3,3.05,,,,2025-06-29
Norway,Eliteserien,2025,29/06/2025,16:00,Molde,KFUM Oslo,2,3,A,1.98,3.53,4.07,2.02,3.55,4.07,1.95,3.4,3.66,2.04,3.6,4.2,,,,2025-06-29
Norway,Eliteserien,2025,29/06/2025,18:15,Stromsgodset,Valerenga,0,2,A,2.77,3.77,2.45,2.88,3.8,2.45,2.65,3.64,2.33,2.94,3.85,2.44,,,,2025-06-29
Norway,Eliteserien,2025,30/06/2025,18:00,Brann,Sandefjord,1,0,H,1.68,4.52,4.56,1.68,4.52,4.6,1.62,4.23,4.43,1.74,4.5,4.7,,,,2025-06-30
Norway,Eliteserien,2025,05/07/2025,21:00,Tromso,Molde,1,0,H,2.4,3.49,3.03,2.4,3.6,3.03,2.29,3.42,2.85,2.5,3.55,3.05,,,,2025-07-05
Norway,Eliteserien,2025,05/07/2025,19:00,Kristiansund,Bodo/Glimt,1,1,D,6.54,5.49,1.43,6.75,5.49,1.43,6.19,5.0,1.39,6.8,5.6,1.47,,,,2025-07-05
Norway,Eliteserien,2025,05/07/2025,17:00,Valerenga,Fredrikstad,1,1,D,2.03,3.6,3.79,2.12,3.6,3.79,2.04,3.46,3.34,2.14,3.65,3.8,,,,2025-07-05
Norway,Eliteserien,2025,05/07/2025,15:00,Viking,Stromsgodset,1,0,H,1.25,7.04,9.92,1.25,7.04,11.0,1.22,6.43,9.57,1.26,7.4,12.5,,,,2025-07-05
Norway,Eliteserien,2025,05/07/2025,13:00,HamKam,Brann,1,1,D,4.03,3.88,1.88,4.03,4.0,1.94,3.59,3.71,1.88,4.0,3.9,2.0,,,,2025-07-05
Norway,Eliteserien,2025,06/07/2025,13:30,KFUM Oslo,Bryne,1,1,D,1.75,3.65,5.21,1.78,3.7,5.21,1.73,3.54,4.55,1.83,3.75,5.2,,,,2025-07-06
Norway,Eliteserien,2025,06/07/2025,13:30,Sandefjord,Rosenborg,2,0,H,2.24,3.73,3.13,2.24,3.73,3.13,2.17,3.55,2.96,2.32,3.8,3.2,,,,2025-07-06
Norway,Eliteserien,2025,06/07/2025,13:30,Sarpsborg 08,Haugesund,3,1,H,1.38,5.67,7.48,1.38,5.67,8.0,1.34,5.23,7.1,1.39,5.9,8.8,,,,2025-07-06
Norway,Eliteserien,2025,12/07/2025,15:00,Bodo/Glimt,Sandefjord,2,0,H,1.29,6.46,8.83,1.31,6.46,9.0,1.27,5.89,8.35,1.31,7.0,10.0,,,,2025-07-12
Norway,Eliteserien,2025,12/07/2025,17:00,Fredrikstad,Molde,4,2,H,2.69,3.21,2.86,2.69,3.4,2.86,2.5,3.2,2.73,2.74,3.35,2.92,,,,2025-07-12
Norway,Eliteserien,2025,13/07/2025,13:30,Bryne,Valerenga,1,0,H,2.61,3.53,2.72,2.61,3.65,2.72,2.47,3.42,2.6,2.7,3.6,2.78,,,,2025-07-13
Norway,Eliteserien,2025,13/07/2025,16:00,Haugesund,KFUM Oslo,0,2,A,4.75,3.66,1.82,4.75,3.66,1.84,4.28,3.45,1.79,5.0,3.7,1.87,,,,2025-07-13
Norway,Eliteserien,2025,13/07/2025,16:00,Kristiansund,Sarpsborg 08,0,0,D,2.85,3.91,2.35,2.85,3.91,2.35,2.71,3.71,2.26,2.9,4.0,2.42,,,,2025-07-13
Norway,Eliteserien,2025,13/07/2025,16:00,Rosenborg,HamKam,2,0,H,1.5,4.72,6.38,1.5,4.72,6.38,1.46,4.41,5.93,1.51,4.8,7.2,,,,2025-07-13
Norway,Eliteserien,2025,13/07/2025,16:00,Stromsgodset,Tromso,2,3,A,3.59,3.74,2.05,3.6,3.74,2.05,3.48,3.51,1.98,3.85,3.75,2.08,,,,2025-07-13
Norway,Eliteserien,2025,13/07/2025,18:15,Brann,Viking,3,1,H,2.24,3.83,3.08,2.25,3.83,3.1,2.19,3.58,2.91,2.26,3.9,3.25,,,,2025-07-13
Norway,Eliteserien,2025,16/07/2025,17:00,Fredrikstad,Bodo/Glimt,0,1,A,5.15,4.26,1.65,5.5,4.4,1.65,4.86,4.18,1.57,5.3,4.5,1.68,,,,2025-07-16
Norway,Eliteserien,2025,18/07/2025,17:00,Sarpsborg 08,Rosenborg,2,2,D,2.57,3.58,2.74,2.57,3.75,2.74,2.42,3.51,2.63,2.64,3.7,2.82,,,,2025-07-18
Norway,Eliteserien,2025,19/07/2025,13:00,KFUM Oslo,Brann,2,0,H,2.69,3.44,2.69,2.75,3.45,2.69,2.62,3.27,2.53,2.74,3.55,2.8,,,,2025-07-19
Norway,Eliteserien,2025,19/07/2025,15:00,Molde,Stromsgodset,4,1,H,1.43,5.1,7.05,1.43,5.2,7.05,1.39,4.89,6.44,1.44,5.5,7.6,,,,2025-07-19
Norway,Eliteserien,2025,19/07/2025,17:00,Viking,Bodo/Glimt,2,4,A,3.31,4.16,2.03,3.35,4.16,2.06,3.17,3.82,1.99,3.3,4.2,2.14,,,,2025-07-19
Norway,Eliteserien,2025,20/07/2025,13:30,Valerenga,Haugesund,3,0,H,1.31,5.97,8.94,1.34,6.0,8.94,1.29,5.52,8.09,1.34,6.2,10.0,,,,2025-07-20
Norway,Eliteserien,2025,20/07/2025,16:00,Sandefjord,Kristiansund,6,0,H,1.48,4.91,6.31,1.5,4.91,6.31,1.45,4.66,5.67,1.54,5.0,6.4,,,,2025-07-20
Norway,Eliteserien,2025,20/07/2025,16:00,Tromso,Bryne,3,1,H,1.56,4.01,6.87,1.56,4.4,6.87,1.5,4.02,6.02,1.58,4.3,6.8,,,,2025-07-20
Norway,Eliteserien,2025,20/07/2025,18:15,HamKam,Fredrikstad,1,1,D,2.96,3.3,2.55,2.96,3.4,2.55,2.75,3.19,2.47,2.92,3.45,2.66,,,,2025-07-20
Norway,Eliteserien,2025,25/07/2025,18:00,Fredrikstad,Stromsgodset,3,2,H,1.72,4.18,4.67,1.72,4.4,4.67,1.66,4.06,4.34,1.73,4.3,5.1,,,,2025-07-25
Norway,Eliteserien,2025,26/07/2025,15:00,Sandefjord,Sarpsborg 08,3,2,H,2.09,3.97,3.29,2.09,4.2,3.29,1.98,3.93,3.1,2.06,4.1,3.55,,,,2025-07-26
Norway,Eliteserien,2025,26/07/2025,17:00,Bodo/Glimt,Valerenga,7,2,H,1.29,6.51,8.66,1.29,6.51,9.5,1.26,6.01,8.22,1.28,7.4,11.0,,,,2025-07-26
Norway,Eliteserien,2025,26/07/2025,15:00,Haugesund,HamKam,0,3,A,3.19,3.5,2.3,3.6,3.6,2.3,3.23,3.41,2.09,3.55,3.6,2.24,,,,2025-07-26
Norway,Eliteserien,2025,26/07/2025,15:00,Kristiansund,KFUM Oslo,0,5,A,3.89,3.74,1.96,4.1,3.8,1.96,3.78,3.62,1.86,4.3,3.85,1.94,,,,2025-07-26
Norway,Eliteserien,2025,27/07/2025,13:30,Bryne,Viking,1,3,A,3.61,3.86,2.01,3.65,3.95,2.01,3.4,3.72,1.93,3.8,3.95,2.04,,,,2025-07-27
Norway,Eliteserien,2025,27/07/2025,13:30,Rosenborg,Tromso,4,1,H,2.22,3.54,3.33,2.22,3.54,3.35,2.13,3.35,3.2,2.24,3.6,3.6,,,,2025-07-27
Norway,Eliteserien,2025,30/07/2025,18:00,Bodo/Glimt,Stromsgodset,1,0,H,1.1,12.44,20.35,1.11,12.44,21.0,1.09,9.91,17.31,1.11,14.0,28.0,,,,2025-07-30
Norway,Eliteserien,2025,02/08/2025,15:00,Tromso,Fredrikstad,0,0,D,1.71,3.98,4.95,1.72,4.0,5.25,1.67,3.83,4.56,1.76,4.0,5.3,,,,2025-08-02
Norway,Eliteserien,2025,02/08/2025,17:00,Sarpsborg 08,Brann,1,4,A,2.38,3.87,2.82,2.85,3.9,2.82,2.6,3.71,2.35,2.82,4.0,2.48,,,,2025-08-02
Norway,Eliteserien,2025,03/08/2025,13:30,HamKam,Bodo/Glimt,1,3,A,9.04,6.04,1.32,9.5,6.04,1.33,8.17,5.58,1.28,10.5,6.6,1.31,,,,2025-08-03
Norway,Eliteserien,2025,03/08/2025,16:00,KFUM Oslo,Rosenborg,4,1,H,2.48,3.35,3.02,2.5,3.4,3.02,2.43,3.21,2.79,2.64,3.3,3.05,,,,2025-08-03
Norway,Eliteserien,2025,03/08/2025,16:00,Molde,Bryne,2,0,H,1.51,4.74,6.1,1.63,4.74,6.1,1.57,4.21,4.88,1.63,4.5,5.9,,,,2025-08-03
Norway,Eliteserien,2025,03/08/2025,16:00,Stromsgodset,Haugesund,2,0,H,1.42,5.43,6.76,1.42,5.5,7.5,1.35,5.2,6.75,1.41,5.7,8.4,,,,2025-08-03
Norway,Eliteserien,2025,03/08/2025,16:00,Valerenga,Sandefjord,2,1,H,2.02,4.05,3.42,2.05,4.1,3.42,1.98,3.87,3.14,2.08,4.0,3.55,,,,2025-08-03
Norway,Eliteserien,2025,09/08/2025,18:15,Bodo/Glimt,Tromso,1,1,D,1.39,5.41,7.58,1.42,5.25,7.0,1.38,4.92,6.41,1.42,5.6,8.4,,,,2025-08-09
Norway,Eliteserien,2025,09/08/2025,15:00,Molde,HamKam,1,0,H,1.41,5.31,7.31,1.37,5.4,8.0,1.34,5.06,7.18,1.4,5.7,8.8,,,,2025-08-09
Norway,Eliteserien,2025,10/08/2025,16:00,Haugesund,Sarpsborg 08,3,2,H,5.39,4.6,1.58,5.33,4.6,1.58,4.96,4.4,1.53,5.5,4.7,1.62,,,,2025-08-10
Norway,Eliteserien,2025,10/08/2025,18:15,Sandefjord,Viking,1,2,A,2.79,4.03,2.34,2.55,4.1,2.55,2.46,3.76,2.43,2.6,4.0,2.66,,,,2025-08-10
Norway,Eliteserien,2025,10/08/2025,16:00,Bryne,KFUM Oslo,0,0,D,3.15,3.34,2.4,3.15,3.15,2.5,3.01,3.0,2.39,3.3,3.15,2.56,,,,2025-08-10
Norway,Eliteserien,2025,15/08/2025,18:00,Stromsgodset,Bodo/Glimt,0,5,A,7.57,5.94,1.36,8.5,6.0,1.37,7.27,5.45,1.32,9.4,6.0,1.36,7.0,5.5,1.36,2025-08-15
Norway,Eliteserien,2025,17/08/2025,13:30,Tromso,Brann,1,2,A,2.33,3.72,2.98,2.28,3.7,3.1,2.22,3.46,2.89,2.36,3.65,3.15,2.2,3.5,3.1,2025-08-17
Norway,Eliteserien,2025,17/08/2025,16:00,HamKam,Bryne,1,0,H,2.73,3.24,2.79,2.7,3.25,2.75,2.59,3.18,2.58,2.74,3.4,2.84,2.7,3.2,2.7,2025-08-17
Norway,Eliteserien,2025,17/08/2025,16:00,KFUM Oslo,Molde,0,0,D,2.78,3.21,2.76,3.1,3.3,2.5,2.85,3.19,2.39,3.1,3.3,2.6,3.0,3.1,2.4,2025-08-17
Norway,Eliteserien,2025,17/08/2025,16:00,Kristiansund,Sandefjord,2,2,D,3.15,3.99,2.15,3.2,3.9,2.1,3.06,3.72,2.05,3.25,4.0,2.22,3.1,3.8,2.1,2025-08-17
Norway,Eliteserien,2025,17/08/2025,18:15,Valerenga,Sarpsborg 08,4,0,H,1.76,4.39,4.19,1.8,4.5,3.85,1.75,4.16,3.68,1.88,4.4,4.0,1.75,4.33,3.7,2025-08-17
Norway,Eliteserien,2025,22/08/2025,18:00,KFUM Oslo,HamKam,2,2,D,1.63,3.92,5.98,1.65,3.95,6.0,1.61,3.64,5.39,1.68,3.8,6.6,1.57,3.75,6.0,2025-08-22
Norway,Eliteserien,2025,24/08/2025,13:30,Haugesund,Valerenga,2,3,A,5.96,4.74,1.52,6.5,4.8,1.51,5.5,4.51,1.47,6.6,4.9,1.54,5.5,4.75,1.48,2025-08-24
Norway,Eliteserien,2025,24/08/2025,16:00,Bryne,Stromsgodset,2,2,D,1.93,3.69,4.08,1.93,3.9,4.2,1.86,3.62,3.72,1.98,3.8,4.2,1.85,3.75,3.8,2025-08-24
Norway,Eliteserien,2025,24/08/2025,18:15,Molde,Tromso,2,0,H,2.24,3.57,3.26,2.25,3.5,3.4,2.09,3.4,3.21,2.18,3.65,3.6,2.1,3.5,3.3,2025-08-24
Norway,Eliteserien,2025,25/08/2025,18:00,Sarpsborg 08,Kristiansund,0,1,A,1.64,4.39,5.08,1.73,4.6,4.33,1.68,4.18,4.05,1.78,4.3,4.6,1.73,4.1,4.2,2025-08-25
Norway,Eliteserien,2025,30/08/2025,17:00,Valerenga,Bryne,3,2,H,1.7,4.22,4.77,1.62,4.5,5.0,1.58,4.15,4.75,1.65,4.5,5.5,1.62,4.2,4.75,2025-08-30
Norway,Eliteserien,2025,31/08/2025,18:15,Stromsgodset,Molde,3,1,H,3.61,3.94,1.99,3.75,4.2,1.89,3.5,3.89,1.85,3.85,4.2,1.95,3.7,3.9,1.85,2025-08-31
Norway,Eliteserien,2025,31/08/2025,16:00,Viking,Rosenborg,2,1,H,1.66,4.45,4.82,2.0,4.2,3.5,1.94,3.81,3.28,2.02,4.0,3.8,1.91,3.8,3.5,2025-08-31
Norway,Eliteserien,2025,31/08/2025,16:00,Tromso,KFUM Oslo,2,0,H,1.97,3.39,4.31,1.98,3.4,4.33,1.91,3.2,4.06,2.0,3.4,4.7,1.91,3.3,4.1,2025-08-31
Norway,Eliteserien,2025,31/08/2025,16:00,Fredrikstad,Haugesund,2,2,D,1.3,6.07,9.81,1.33,6.1,9.5,1.28,5.41,8.68,1.33,5.9,10.5,1.27,5.5,8.5,2025-08-31
Norway,Eliteserien,2025,31/08/2025,16:00,HamKam,Sarpsborg 08,1,3,A,2.52,3.79,2.68,2.38,3.8,2.9,2.29,3.45,2.78,2.48,3.65,3.05,2.32,3.6,2.75,2025-08-31
Norway,Eliteserien,2025,31/08/2025,13:30,Kristiansund,Brann,2,2,D,4.8,4.41,1.67,4.5,4.35,1.75,4.19,3.96,1.69,4.6,4.3,1.8,4.33,4.0,1.7,2025-08-31
Norway,Eliteserien,2025,31/08/2025,16:00,Sandefjord,Bodo/Glimt,1,2,A,5.32,4.98,1.55,5.5,5.2,1.51,5.21,4.7,1.47,6.0,5.2,1.54,5.5,4.5,1.46,2025-08-31
Norway,Eliteserien,2025,12/09/2025,18:00,Bodo/Glimt,Kristiansund,7,1,H,1.14,10.28,16.5,1.15,8.75,15.5,1.13,8.08,14.1,1.16,10.5,22.0,1.14,8.5,13.0,2025-09-12
Norway,Eliteserien,2025,13/09/2025,15:00,Molde,Fredrikstad,1,2,A,1.73,3.95,4.9,1.83,3.9,4.5,1.77,3.68,4.07,1.87,3.95,4.7,1.8,3.9,3.9,2025-09-13
Norway,Eliteserien,2025,13/09/2025,17:00,Brann,Valerenga,3,2,H,1.56,4.82,5.42,1.55,4.8,5.75,1.49,4.51,5.19,1.58,5.0,5.7,1.48,4.75,5.75,2025-09-13
Norway,Eliteserien,2025,14/09/2025,16:02,KFUM Oslo,Viking,2,2,D,2.88,3.5,2.5,2.9,3.5,2.45,2.81,3.28,2.35,3.0,3.6,2.52,2.88,3.25,2.45,2025-09-14
Norway,Eliteserien,2025,14/09/2025,16:00,Sarpsborg 08,Sandefjord,2,1,H,2.42,3.94,2.73,2.23,4.0,3.0,2.12,3.77,2.88,2.22,4.1,3.15,2.15,3.8,3.0,2025-09-14
Norway,Eliteserien,2025,14/09/2025,18:15,Haugesund,Rosenborg,0,3,A,7.66,5.37,1.39,7.5,5.25,1.4,6.63,4.8,1.38,8.0,5.5,1.43,6.25,5.25,1.4,2025-09-14
Norway,Eliteserien,2025,14/09/2025,13:30,Bryne,Tromso,0,2,A,3.43,3.47,2.2,4.0,3.45,2.05,3.65,3.26,1.98,4.1,3.5,2.1,4.0,3.3,1.95,2025-09-14
Norway,Eliteserien,2025,14/09/2025,16:00,HamKam,Stromsgodset,1,2,A,2.27,3.64,3.14,2.3,3.7,3.0,2.21,3.46,2.88,2.4,3.7,3.1,2.3,3.4,3.0,2025-09-14
Norway,Eliteserien,2025,20/09/2025,17:00,Valerenga,KFUM Oslo,1,1,D,2.32,3.64,3.05,2.63,3.6,2.88,2.43,3.37,2.66,2.6,3.7,2.82,2.63,3.5,2.5,2025-09-20
Norway,Eliteserien,2025,20/09/2025,13:00,Fredrikstad,Bryne,1,1,D,1.71,3.95,5.0,1.8,3.8,5.0,1.73,3.54,4.5,1.8,3.75,5.3,1.8,3.6,4.5,2025-09-20
Norway,Eliteserien,2025,20/09/2025,15:00,Sandefjord,Brann,0,3,A,3.35,3.99,2.06,3.35,4.0,2.08,3.18,3.77,1.97,3.65,4.2,2.0,3.3,3.9,1.95,2025-09-20
Norway,Eliteserien,2025,21/09/2025,13:30,Rosenborg,Bodo/Glimt,1,1,D,3.46,4.09,2.0,3.4,4.0,2.1,3.23,3.77,1.97,3.55,4.0,2.08,3.3,3.8,2.1,2025-09-21
Norway,Eliteserien,2025,21/09/2025,16:00,Kristiansund,Haugesund,2,0,H,1.41,5.41,7.12,1.3,6.25,11.0,1.25,5.72,9.08,1.3,6.6,11.5,1.25,6.25,10.0,2025-09-21
Norway,Eliteserien,2025,21/09/2025,16:00,Stromsgodset,Sarpsborg 08,2,1,H,2.43,3.97,2.7,2.32,3.9,3.0,2.18,3.77,2.78,2.32,4.0,3.0,2.15,3.8,3.0,2025-09-21
Norway,Eliteserien,2025,21/09/2025,16:00,Tromso,HamKam,1,0,H,1.41,5.14,7.62,1.36,5.0,10.0,1.34,4.73,8.02,1.37,5.4,10.5,1.36,5.0,8.0,2025-09-21
Norway,Eliteserien,2025,21/09/2025,18:15,Viking,Molde,1,0,H,1.72,4.47,4.35,1.68,4.4,4.5,1.65,4.12,4.2,1.72,4.6,4.7,1.67,4.33,4.2,2025-09-21
Norway,Eliteserien,2025,27/09/2025,17:00,Sarpsborg 08,Viking,3,3,D,3.8,4.23,1.87,3.9,4.2,1.83,3.64,4.0,1.78,4.2,4.2,1.86,3.9,4.2,1.8,2025-09-27
Norway,Eliteserien,2025,28/09/2025,13:30,Brann,Fredrikstad,1,0,H,1.53,4.58,6.02,1.5,4.6,6.25,1.48,4.27,5.76,1.54,4.7,6.8,1.5,4.33,6.25,2025-09-28
Norway,Eliteserien,2025,28/09/2025,16:00,Bryne,Kristiansund,2,0,H,2.12,3.61,3.51,2.2,3.65,3.3,2.12,3.41,3.12,2.32,3.55,3.3,2.2,3.5,3.1,2025-09-28
Norway,Eliteserien,2025,28/09/2025,16:00,HamKam,Rosenborg,4,0,H,3.92,3.86,1.93,3.9,3.8,1.91,3.65,3.6,1.88,4.0,4.0,1.97,3.9,3.7,1.9,2025-09-28
Norway,Eliteserien,2025,28/09/2025,16:00,Tromso,Stromsgodset,3,1,H,1.51,4.46,6.76,1.45,4.9,7.0,1.41,4.43,6.48,1.51,4.7,7.6,1.42,4.5,7.0,2025-09-28
Norway,Eliteserien,2025,28/09/2025,18:15,Molde,Valerenga,4,1,H,1.83,4.21,3.98,1.78,4.2,4.2,1.73,3.95,3.93,1.83,4.3,4.4,1.75,4.1,4.1,2025-09-28
Norway,Eliteserien,2025,29/09/2025,18:00,Haugesund,Sandefjord,2,3,A,5.94,4.89,1.51,7.5,5.33,1.44,6.51,4.76,1.38,8.0,5.5,1.42,7.0,5.25,1.38,2025-09-29
Norway,Eliteserien,2025,01/10/2025,18:00,KFUM Oslo,Fredrikstad,2,1,H,1.93,3.42,4.5,1.85,3.55,4.5,1.81,3.37,4.21,1.9,3.6,4.8,1.8,3.5,4.33,2025-10-01
Norway,Eliteserien,2025,04/10/2025,13:00,Valerenga,Tromso,1,0,H,2.98,3.68,2.35,2.9,3.6,2.35,2.84,3.45,2.25,3.0,3.75,2.42,2.9,3.4,2.35,2025-10-04
Norway,Eliteserien,2025,04/10/2025,15:00,Sandefjord,Bryne,1,0,H,1.82,4.13,4.12,1.79,4.1,4.75,1.69,3.83,4.31,1.77,4.3,4.8,1.67,4.1,4.5,2025-10-04
Norway,Eliteserien,2025,04/10/2025,17:00,Kristiansund,Molde,2,1,H,3.41,3.88,2.07,3.33,3.75,2.08,3.17,3.65,2.01,3.5,4.0,2.12,3.3,3.75,2.05,2025-10-04
Norway,Eliteserien,2025,05/10/2025,13:30,Viking,Brann,3,0,H,2.22,3.89,3.08,2.15,3.85,3.2,2.09,3.7,2.97,2.24,4.0,3.25,2.1,3.7,3.2,2025-10-05
Norway,Eliteserien,2025,05/10/2025,16:00,Bodo/Glimt,Haugesund,2,0,H,1.02,21.88,35.75,1.03,21.0,51.0,1.02,16.13,36.0,1.04,29.0,65.0,1.03,17.0,41.0,2025-10-05
Norway,Eliteserien,2025,05/10/2025,16:00,Fredrikstad,HamKam,1,1,D,2.04,3.71,3.63,1.98,3.7,4.0,1.92,3.46,3.64,2.08,3.65,3.9,1.95,3.5,3.8,2025-10-05
Norway,Eliteserien,2025,05/10/2025,16:00,Stromsgodset,KFUM Oslo,1,1,D,3.47,3.51,2.17,3.5,3.5,2.12,3.29,3.33,2.08,3.6,3.6,2.2,3.5,3.4,2.1,2025-10-05
Norway,Eliteserien,2025,05/10/2025,18:15,Rosenborg,Sarpsborg 08,2,3,A,1.68,4.51,4.56,1.78,4.3,4.3,1.7,4.04,4.02,1.82,4.3,4.3,1.75,4.0,4.0,2025-10-05
Norway,Eliteserien,2025,18/10/2025,13:00,Sarpsborg 08,Bodo/Glimt,2,5,A,7.63,6.04,1.35,7.5,5.5,1.4,6.26,5.25,1.36,7.6,6.0,1.41,6.25,5.5,1.38,2025-10-18
Norway,Eliteserien,2025,18/10/2025,15:00,Bryne,Rosenborg,2,2,D,3.25,3.86,2.14,3.3,3.5,2.2,3.13,3.36,2.13,3.4,3.6,2.26,3.1,3.4,2.2,2025-10-18
Norway,Eliteserien,2025,18/10/2025,17:00,Brann,Haugesund,4,1,H,1.11,11.76,19.49,1.11,10.0,23.0,1.09,8.94,18.06,1.12,12.0,26.0,1.1,10.0,17.0,2025-10-18
Norway,Eliteserien,2025,19/10/2025,18:15,Stromsgodset,Fredrikstad,0,3,A,2.31,3.63,3.08,2.38,3.55,3.0,2.27,3.4,2.84,2.42,3.75,3.05,2.35,3.4,2.9,2025-10-19
Norway,Eliteserien,2025,19/10/2025,16:00,Molde,Sandefjord,1,3,A,1.75,4.29,4.35,1.85,4.1,3.8,1.79,3.92,3.67,1.88,4.2,4.2,1.83,4.1,3.7,2025-10-19
Norway,Eliteserien,2025,19/10/2025,13:30,Tromso,Viking,1,3,A,2.4,3.54,2.99,2.33,3.55,3.2,2.25,3.33,2.94,2.4,3.55,3.25,2.25,3.4,3.0,2025-10-19
Norway,Eliteserien,2025,19/10/2025,16:00,HamKam,Valerenga,2,1,H,2.34,3.8,2.92,2.4,3.75,2.8,2.33,3.53,2.68,2.52,3.85,2.82,2.4,3.6,2.7,2025-10-19
Norway,Eliteserien,2025,19/10/2025,16:00,KFUM Oslo,Kristiansund,1,1,D,1.58,4.33,5.78,1.62,4.0,5.5,1.57,3.84,5.3,1.67,4.1,6.0,1.6,4.0,5.5,2025-10-19
Norway,Eliteserien,2025,25/10/2025,15:00,Viking,Bryne,5,1,H,1.38,5.2,7.37,1.33,5.75,9.5,1.28,5.41,8.55,1.29,6.6,11.5,1.27,5.75,9.0,2025-10-25
Norway,Eliteserien,2025,25/10/2025,17:00,Sarpsborg 08,KFUM Oslo,2,1,H,2.95,3.41,2.4,2.75,3.5,2.55,2.67,3.36,2.42,2.86,3.55,2.66,2.63,3.4,2.55,2025-10-25
Norway,Eliteserien,2025,26/10/2025,13:30,Rosenborg,Brann,2,3,A,2.59,3.73,2.55,2.6,3.7,2.65,2.47,3.49,2.53,2.62,3.8,2.74,2.55,3.6,2.5,2025-10-26
Norway,Eliteserien,2025,26/10/2025,16:00,Bodo/Glimt,Molde,4,1,H,1.33,5.85,7.71,1.33,6.33,8.5,1.28,5.72,7.75,1.3,6.8,10.0,1.33,5.75,7.5,2025-10-26
Norway,Eliteserien,2025,26/10/2025,16:00,Haugesund,Tromso,2,3,A,9.43,5.68,1.3,10.0,5.33,1.33,9.28,4.86,1.3,11.5,5.6,1.34,10.0,5.0,1.3,2025-10-26
Norway,Eliteserien,2025,26/10/2025,16:00,Kristiansund,HamKam,1,3,A,2.24,3.64,3.06,2.3,3.7,3.0,2.25,3.47,2.85,2.4,3.75,3.1,2.3,3.6,2.88,2025-10-26
Norway,Eliteserien,2025,26/10/2025,16:00,Sandefjord,Fredrikstad,0,0,D,1.93,3.94,3.62,1.9,4.0,3.85,1.84,3.72,3.64,1.94,4.0,4.0,1.9,4.0,3.5,2025-10-26
Norway,Eliteserien,2025,26/10/2025,18:15,Valerenga,Stromsgodset,2,1,H,1.8,3.79,4.31,1.53,4.9,5.25,1.5,4.57,4.94,1.59,4.9,5.5,1.53,4.75,5.25,2025-10-26
Norway,Eliteserien,2025,29/10/2025,20:00,Rosenborg,Sandefjord,1,1,D,,,,1.95,4.0,3.55,1.9,3.8,3.37,1.97,4.1,3.85,1.9,4.0,3.5,2025-10-29
Norway,Eliteserien,2025,29/10/2025,18:00,Brann,Bodo/Glimt,1,2,A,,,,4.0,4.1,1.81,3.79,3.97,1.75,4.3,4.3,1.83,4.0,4.1,1.75,2025-10-29
Norway,Eliteserien,2025,01/11/2025,15:00,Valerenga,Bodo/Glimt,3,1,H,,,,6.0,5.0,1.5,5.24,4.73,1.46,6.2,5.2,1.51,5.5,4.75,1.48,2025-11-01
Norway,Eliteserien,2025,01/11/2025,17:00,Molde,Rosenborg,4,2,H,,,,1.88,4.0,4.0,1.82,3.78,3.68,1.91,4.1,4.1,1.8,3.9,4.0,2025-11-01
Norway,Eliteserien,2025,02/11/2025,13:30,Stromsgodset,Viking,1,2,A,,,,6.66,5.75,1.4,6.31,5.24,1.36,7.4,6.0,1.42,6.5,5.25,1.38,2025-11-02
Norway,Eliteserien,2025,02/11/2025,16:00,Bryne,Brann,2,1,H,,,,4.1,3.8,1.91,3.79,3.59,1.84,4.1,3.85,1.98,3.6,3.8,1.9,2025-11-02
